Timestamp,Protocol,Port,Bytes Sent,Throughput (Mbps),Duration,Streams,Bandwidth,RTT (ms),Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-05-27 22:25:09,TCP,5204,55882608,111.75775616977566,4,4,infinite,68.645,73,N/A,N/A,1.8661872497595975
