Timestamp,Protocol,Port,Bytes Received,Throughput (Mbps),Duration,Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-04-27 15:48:04,TCP,5205,13489632,9.350161310278214,10,,N/A,N/A,0.5934811393074914
