Timestamp,Protocol,Port,Bytes Received,Throughput (Mbps),Duration,Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-04-28 11:46:04,TCP,5205,7335388,5.532953652744249,10,,N/A,N/A,1.1124417269894815
