Timestamp,Protocol,Port,Bytes Sent,Throughput (Mbps),Duration,Streams,Bandwidth,RTT (ms),Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-05-01 15:52:15,UDP,5204,N/A,N/A,10,4,1000000,25.609,N/A,7.246491412585258,0,0.8292503774052098
