Timestamp,Protocol,Port,Bytes Received,Throughput (Mbps),Duration,Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-05-02 02:48:54,UDP,5203,N/A,N/A,1,N/A,1.7396163592565617,94.455601258166,86.87866662968253
