Timestamp,Protocol,Port,Bytes Received,Throughput (Mbps),Duration,Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-05-01 23:56:05,UDP,5204,N/A,N/A,4,N/A,1.7672129690747074,98.97981473061046,88.0526810460019
