Timestamp,Protocol,Port,Bytes Sent,Throughput (Mbps),Duration,Streams,Bandwidth,RTT (ms),Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-04-27 21:49:31,TCP,5204,9085284,7.2678151148829855,10,4,infinite,52.783,4,N/A,N/A,0.5527021001950736
