Timestamp,Protocol,Port,Bytes Received,Throughput (Mbps),Duration,Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-05-02 10:30:00,UDP,5204,N/A,N/A,1,N/A,9.64372308329313,97.90735995885206,80.7317291272938
