Timestamp,Protocol,Port,Bytes Received,Throughput (Mbps),Duration,Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-05-02 14:01:33,UDP,5205,N/A,N/A,1,N/A,3.301557699799673,96.47185899899256,79.50153653380374
