Timestamp,Protocol,Port,Bytes Received,Throughput (Mbps),Duration,Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-05-02 10:24:39,UDP,5204,N/A,N/A,1,N/A,7.4399118967605835,97.9848116821398,81.0675217385698
