Timestamp,Protocol,Port,Bytes Received,Throughput (Mbps),Duration,Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-05-02 11:33:57,UDP,5204,N/A,N/A,1,N/A,2.35671023543791,97.00717531053,76.7750660690348
