Timestamp,Protocol,Port,Bytes Sent,Throughput (Mbps),Duration,Streams,Bandwidth,RTT (ms),Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-05-02 10:20:45,UDP,5204,N/A,N/A,1,4,infinite,149.224,N/A,2.190598030386087,96.37012581422326,79.56459414329873
