Timestamp,Protocol,Port,Bytes Sent,Throughput (Mbps),Duration,Streams,Bandwidth,RTT (ms),Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-04-28 16:29:15,TCP,5204,4168476,8.336785264294715,4,4,infinite,165.315,8,N/A,N/A,1.2574945841044425
