Timestamp,Protocol,Port,Bytes Received,Throughput (Mbps),Duration,Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-05-01 22:10:51,UDP,5205,N/A,N/A,10,N/A,3.45199687111916,98.99844572592433,84.0492305734813
