Timestamp,Protocol,Port,Bytes Received,Throughput (Mbps),Duration,Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-05-01 00:54:30,TCP,5203,2080728,14.389319668262424,1,,N/A,N/A,3.4865966482752837
