Timestamp,Protocol,Port,Bytes Sent,Throughput (Mbps),Duration,Streams,Bandwidth,RTT (ms),Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-07-26 05:44:35,TCP,5204,61480960,24.59228809007645,20,4,infinite,29.876,251,N/A,N/A,0.441829820285771
