Timestamp,Protocol,Port,Bytes Sent,Throughput (Mbps),Duration,Streams,Bandwidth,RTT (ms),Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-07-26 09:04:22,TCP,5204,33341440,13.336526654851376,20,4,infinite,32.912,587,N/A,N/A,0.3236637659575077
