Timestamp,Protocol,Port,Bytes Sent,Throughput (Mbps),Duration,Streams,Bandwidth,RTT (ms),Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-07-26 18:13:09,TCP,5204,33587200,13.43482894765,20,4,infinite,34.264,53,N/A,N/A,0.7618546337447885
