Timestamp,Protocol,Port,Bytes Received,Throughput (Mbps),Duration,Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-05-01 16:24:37,UDP,5204,N/A,N/A,10,N/A,7.78000229705673,0,0.4907602368165962
