Timestamp,Protocol,Port,Bytes Sent,Throughput (Mbps),Duration,Streams,Bandwidth,RTT (ms),Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-05-01 17:21:30,UDP,5204,N/A,N/A,10,2,infinite,121.802,N/A,4.255559335578842,99.16733341491194,92.5756366988587
