Timestamp,Protocol,Port,Bytes Received,Throughput (Mbps),Duration,Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-05-01 20:01:35,UDP,5205,N/A,N/A,10,N/A,0.13420434106971627,79.5211110034966,98.40086301225362
