"downlink","uplink","downlink_rate","timestamp","uplink_rate"
"","",,"Apr 25, 2025, 12:00:00 AM",
"","",,"Apr 25, 2025, 12:47:58 AM",
"","",,"Apr 25, 2025, 1:35:56 AM",
"","",,"Apr 25, 2025, 2:23:54 AM",
"","",,"Apr 25, 2025, 3:11:52 AM",
"","",,"Apr 25, 2025, 3:59:50 AM",
"","",,"Apr 25, 2025, 4:47:48 AM",
"","",,"Apr 25, 2025, 5:35:46 AM",
"","",,"Apr 25, 2025, 6:23:44 AM",
"","",,"Apr 25, 2025, 7:11:42 AM",
"","",,"Apr 25, 2025, 7:59:40 AM",
"","",,"Apr 25, 2025, 8:47:38 AM",
"","",,"Apr 25, 2025, 9:35:36 AM",
"","",,"Apr 25, 2025, 10:23:34 AM",
"","",,"Apr 25, 2025, 11:11:32 AM",
"","",,"Apr 25, 2025, 11:59:30 AM",
"","",,"Apr 25, 2025, 12:47:28 PM",
"","",,"Apr 25, 2025, 1:35:26 PM",
"","",,"Apr 25, 2025, 2:23:24 PM",
"","",,"Apr 25, 2025, 3:11:22 PM",
"4bps","38bps",4,"Apr 25, 2025, 3:59:20 PM",38
"28bps","193bps",28,"Apr 25, 2025, 4:47:18 PM",193
"28bps","187bps",28,"Apr 25, 2025, 5:35:16 PM",187
"8bps","8bps",8,"Apr 25, 2025, 6:23:14 PM",8
"","",,"Apr 25, 2025, 7:11:12 PM",
"79bps","1.52kbps",79,"Apr 25, 2025, 7:59:10 PM",1525
"34bps","545bps",34,"Apr 25, 2025, 8:47:08 PM",545
"49bps","574bps",49,"Apr 25, 2025, 9:35:06 PM",574
"9bps","103bps",9,"Apr 25, 2025, 10:23:04 PM",103
"0bps","0bps",0,"Apr 25, 2025, 11:11:02 PM",0
"0bps","0bps",0,"Apr 25, 2025, 11:59:00 PM",0
