Timestamp,Protocol,Port,Bytes Received,Throughput (Mbps),Duration,Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-04-28 15:21:55,TCP,5204,9268280,7.072925319475866,10,,N/A,N/A,1.3720546320240354
