Timestamp,Protocol,Port,Bytes Sent,Throughput (Mbps),Duration,Streams,Bandwidth,RTT (ms),Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-07-28 18:12:35,TCP,5204,63710720,25.48419243427837,20,4,infinite,29.479,193,N/A,N/A,2.41589410428411
