Timestamp,Protocol,Port,Bytes Sent,Throughput (Mbps),Duration,Streams,Bandwidth,RTT (ms),Retransmits,Jitter (ms),Packet Loss (%),CPU Util (%)
2025-04-29 13:25:19,TCP,5204,5329584,21.317120924107325,2,4,infinite,56.067,4,N/A,N/A,1.839404230440259
